market_id,statistical_area_type,statistical_area_id,zip_list,statistical_area_name,relationship_type,mapping_rationale
MD-SALISBURY,County,24045,,Wicomico County MD,primary,Salisbury anchor county lower Delmarva Peninsula with TidalHealth Peninsula Regional hospital serving Bay Bridge isolated region closer to DE than Baltimore
MD-SALISBURY,County,24047,,Worcester County MD,primary,Coastal Eastern Shore Ocean City Berlin Snow Hill served by TidalHealth network extending Salisbury market to Atlantic coast resort communities
MD-SALISBURY,County,51001,,Accomack County VA,primary,Eastern Shore Virginia Chincoteague Tangier Island isolated by Chesapeake Bay Bridge-Tunnel integrated northward 45 miles with Salisbury MD not Hampton Roads 80 miles south via expensive toll crossing
MD-SILVER-SPRING,County,24031,"20901,20902,20903,20904,20905,20906,20910,20912",Montgomery County MD,primary,Inner-ring suburban Montgomery Silver Spring Takoma Park Wheaton served by Adventist HealthCare Holy Cross Health with WMATA Red Line access but distinct suburban identity separate from DC proper
MD-WALDORF,County,24017,,Charles County MD,primary,Southern Maryland Waldorf La Plata market with limited Potomac crossings Woodrow Wilson Bridge 30+ min delays creating independent routine care served by University of Maryland Charles Regional
MD-WALDORF,County,24009,,Calvert County MD,primary,Southern Maryland peninsula Prince Frederick extending Waldorf market with limited access to DC 50 miles via US-301 and Annapolis 35 miles via MD-2 isolated geography
MD-WALDORF,County,24037,,St. Mary's County MD,primary,Southern Maryland terminus Leonardtown Lexington Park Patuxent Naval Air Station served by MedStar St. Mary's Hospital isolated from DC and Annapolis by geography limited crossings
VA-ARLINGTON,County,51013,"22206,22210,22211,22212,22213,22214,22215,22216,22217,22218,22219,22225,22226,22227,22230,22240,22241,22242,22243,22244,22245",Arlington County VA,primary,Northern Virginia suburban Arlington neighborhoods beyond Metro walkability Pentagon Arlington Ridge Columbia Pike corridor with Virginia Hospital Center and distinct suburban routine care identity
VA-ARLINGTON,County,51510,"22303,22304,22305,22306,22307,22308,22309,22310,22311,22312,22313,22315,22320,22321,22331,22332,22333,22334,22350",Alexandria City VA,primary,Alexandria suburbs beyond Old Town including Kingstowne Franconia Rose Hill served by Inova Alexandria Hospital extending Arlington market south along I-395 Franconia-Springfield corridor
VA-ARLINGTON,County,51059,,Fairfax County VA,secondary,Complex tertiary cases from inner Fairfax Falls Church Tysons McLean referred to Inova Fairfax Medical Center Level 1 trauma for specialized neurosurgery cardiac services
VA-BLACKSBURG,County,51750,,Radford City VA,primary,New River Valley Radford University community served by Carilion New River Valley Medical Center integrated with Blacksburg 12 miles via US-11
VA-BLACKSBURG,County,51071,,Giles County VA,primary,Southwest Virginia mountain county Pearisburg Narrows integrated with Blacksburg 20 miles north not Roanoke 60 miles northeast due to terrain mountain passes
VA-BLACKSBURG,County,51121,,Montgomery County VA,primary,Blacksburg anchor county Virginia Tech Christiansburg serving New River Valley isolated from Roanoke 40 miles via I-81 with mountains creating separate behavioral market
VA-CHARLOTTESVILLE,CBSA,16820,,"Charlottesville, VA",primary,Metropolitan area represents central Virginia academic medical center market UVA Health dominance serving independent catchment from Richmond 70 miles and DC 120 miles
VA-CHARLOTTESVILLE,County,51003,,Albemarle County VA,primary,Charlottesville anchor county with UVA Health academic medical center serving central Virginia Blue Ridge foothills independent from Richmond and DC markets
VA-CHARLOTTESVILLE,County,51065,,Fluvanna County VA,primary,Eastern suburban county Palmyra extending Charlottesville market 25 miles eastward toward Richmond corridor but closer to UVA Health than VCU Health
VA-CHARLOTTESVILLE,County,51079,,Greene County VA,primary,Northern suburban county Stanardsville Ruckersville served by UVA Health network extending market north toward Shenandoah National Park
VA-CHARLOTTESVILLE,County,51109,,Louisa County VA,primary,Eastern county Mineral Louisa served by UVA Health extending toward Richmond 45 miles but still within Charlottesville 30 mile catchment
VA-CHARLOTTESVILLE,County,51125,,Nelson County VA,primary,Southern county Wintergreen resort Lovingston served by UVA Health and Augusta Health spillover from Shenandoah Valley extending market south toward Lynchburg
VA-HAMPTON-ROADS,CBSA,47260,,"Virginia Beach-Norfolk-Newport News, VA-NC",primary,Polycentric metropolitan area with I-64 I-664 tunnel friction 30-60 min delays but Sentara Riverside systems operate regionally across Peninsula and Southside justifying integrated market
VA-HAMPTON-ROADS,County,51093,,Isle of Wight County VA,primary,Southside suburban county Smithfield Isle of Wight served by Sentara network integrated with Norfolk Virginia Beach corridor extending market west along James River
VA-HAMPTON-ROADS,County,51095,,James City County VA,primary,Peninsula suburban county Williamsburg Toano served by Sentara Williamsburg Regional Medical Center integrated with Newport News Hampton via tunnel crossings
VA-HAMPTON-ROADS,County,51131,,Northampton County VA,secondary,Eastern Shore Virginia Cape Charles south of Accomack may have some Hampton Roads tertiary referrals via Bay Bridge-Tunnel but primarily integrates with Salisbury MD for routine care
VA-HAMPTON-ROADS,County,51550,,Chesapeake City VA,primary,Southside urban core Great Bridge Deep Creek served by Sentara Norfolk General spillover and Chesapeake Regional Medical Center integrated with Norfolk Virginia Beach
VA-HAMPTON-ROADS,County,51650,,Hampton City VA,primary,Peninsula urban core Langley Air Force Base served by Sentara CarePlex and Riverside Regional Medical Center integrated with Newport News via continuity
VA-HAMPTON-ROADS,County,51700,,Newport News City VA,primary,Peninsula anchor with Riverside Regional Medical Center serving shipyard region Christopher Newport University integrated with Hampton via Jefferson Avenue corridor
VA-HAMPTON-ROADS,County,51710,,Norfolk City VA,primary,Regional anchor with Sentara Norfolk General Level 1 trauma Children's Hospital of The King's Daughters downtown Norfolk Old Dominion University dominating Southside healthcare
VA-HAMPTON-ROADS,County,51735,,Poquoson City VA,primary,Peninsula suburb Poquoson integrated with Hampton Newport News market via proximity 10 miles served by Riverside network small city routine care
VA-HAMPTON-ROADS,County,51740,,Portsmouth City VA,primary,Southside urban core waterfront served by Bon Secours Maryview Medical Center adjacent to Norfolk across Elizabeth River integrated via Downtown Tunnel Midtown Tunnel
VA-HAMPTON-ROADS,County,51800,,Suffolk City VA,primary,Southside suburban city Great Dismal Swamp served by Sentara Obici Hospital extending Hampton Roads market westward along US-58 US-460 corridors
VA-HAMPTON-ROADS,County,51810,,Virginia Beach City VA,primary,Southside anchor resort city oceanfront with Sentara Virginia Beach General Hospital serving largest city population 450K in Hampton Roads region
VA-HAMPTON-ROADS,County,51830,,Williamsburg City VA,primary,Peninsula historic district Colonial Williamsburg served by Sentara Williamsburg Regional integrated with James City County Newport News Hampton corridor
VA-HAMPTON-ROADS,County,51199,,York County VA,primary,Peninsula suburban county Yorktown Grafton served by Riverside network integrated with Newport News Hampton extending market north to York River
VA-HARRISONBURG,CBSA,25500,,"Harrisonburg, VA",primary,Metropolitan area represents central Shenandoah Valley I-81 corridor hub James Madison University Sentara RMH Medical Center serving valley between Winchester and Roanoke
VA-HARRISONBURG,County,51165,,Rockingham County VA,primary,Central valley anchor Broadway Elkton with Sentara RMH Medical Center serving I-81 corridor Massanutten Mountain Shenandoah Valley regional hub
VA-HARRISONBURG,County,51015,,Augusta County VA,primary,Southern valley county Staunton Waynesboro area served by Augusta Health extending Harrisonburg market 25 miles southward toward Rockfish Gap Blue Ridge
VA-HARRISONBURG,County,51660,,Harrisonburg City VA,primary,Valley anchor city James Madison University downtown served by Sentara RMH Medical Center dominating central Shenandoah Valley healthcare I-81 corridor access
VA-HARRISONBURG,County,51790,,Staunton City VA,primary,Historic valley city Woodrow Wilson birthplace served by Augusta Health integrated with Harrisonburg 25 miles north via I-81 corridor convenient access
VA-HARRISONBURG,County,51820,,Waynesboro City VA,primary,Valley city east of Blue Ridge Skyline Drive entrance served by Augusta Health integrated with Harrisonburg 30 miles north extending market to eastern valley
VA-LOUDOUN,County,51107,,Loudoun County VA,primary,Outer DC suburbs Dulles Airport Leesburg Ashburn 40-60 min from DC core via Dulles Toll Road with Inova Loudoun Hospital anchor independent routine care rapid growth
VA-LOUDOUN,County,51059,,Fairfax County VA,secondary,Western Loudoun residents may access Inova Fairfax for complex tertiary services Level 1 trauma specialized surgery when local capacity insufficient
VA-LYNCHBURG,CBSA,31340,,"Lynchburg, VA",primary,Metropolitan area represents central Virginia hub Liberty University Centra Health anchor between Charlottesville 60 miles and Roanoke 50 miles independent behavioral market
VA-LYNCHBURG,County,51009,,Amherst County VA,primary,Northern suburban county extending Lynchburg market 15 miles north toward Blue Ridge Parkway Sweet Briar College served by Centra Health
VA-LYNCHBURG,County,51019,,Bedford County VA,primary,Western suburban county Bedford extending Lynchburg market 20 miles west toward Roanoke corridor Smith Mountain Lake region served by Centra Health
VA-LYNCHBURG,County,51031,,Campbell County VA,primary,Lynchburg anchor county Rustburg Brookneal with Centra Health system serving central Virginia independent from Charlottesville and Roanoke anchors
VA-LYNCHBURG,County,51680,,Lynchburg City VA,primary,Central Virginia anchor city Liberty University downtown with Centra Health Lynchburg General Hospital serving independent market between UVA and Carilion catchments
VA-PRINCE-WILLIAM,County,51153,,Prince William County VA,primary,Outer I-95 corridor suburbs Woodbridge Dale City Manassas with Novant Health UVA Health System anchor separate from DC 30 miles via I-95 45+ min beltway congestion
VA-PRINCE-WILLIAM,County,51107,,Loudoun County VA,secondary,Eastern Prince William residents Gainesville Haymarket may access Inova Loudoun via Route 234 corridor for specialized services when local insufficient
VA-PRINCE-WILLIAM,County,51683,,Manassas City VA,primary,Prince William urban core historic downtown Old Town Manassas with Novant Health UVA Health System Prince William Medical Center anchor serving I-66 corridor
VA-PRINCE-WILLIAM,County,51685,,Manassas Park City VA,primary,Prince William suburb adjacent Manassas integrated via continuity signal hill served by Novant Health extending market small enclave city
VA-RICHMOND,CBSA,40060,,"Richmond, VA",primary,Metropolitan area represents independent anchor VCU Health Bon Secours 60+ min from DC 100 miles via I-95 Fredericksburg bottleneck and 75 miles from Hampton Roads via I-64
VA-RICHMOND,County,51033,,Caroline County VA,primary,Northern suburban county Bowling Green extending Richmond market 35 miles toward Fredericksburg corridor served by VCU Health network
VA-RICHMOND,County,51036,,Charles City County VA,primary,Eastern rural county James River served by Richmond health systems extending market downriver toward Williamsburg but closer to Richmond anchors
VA-RICHMOND,County,51041,,Chesterfield County VA,primary,Southern suburban county Chester Midlothian major growth area with Bon Secours Chippenham Johnston-Willis and HCA CJW Medical Center presence
VA-RICHMOND,County,51043,,Clarke County VA,secondary,Northern Shenandoah Valley Berryville primarily Winchester Valley Health oriented but some Richmond VCU Health tertiary referrals for complex academic cases
VA-RICHMOND,County,51053,,Dinwiddie County VA,primary,Southern county Petersburg extending Richmond market 30 miles south toward North Carolina border Fort Pickett served by Richmond systems
VA-RICHMOND,County,51057,,Essex County VA,primary,Northern Neck county Tappahannock with some Richmond health system integration via US-360 corridor extending market northeast toward Chesapeake Bay
VA-RICHMOND,County,51075,,Goochland County VA,primary,Western suburban county served by Richmond health systems extending market west along I-64 corridor toward Charlottesville halfway point
VA-RICHMOND,County,51085,,Hanover County VA,primary,Northern suburban county Ashland Mechanicsville major hospital presence extending Richmond market north along I-95 corridor toward Fredericksburg
VA-RICHMOND,County,51087,,Henrico County VA,primary,Eastern suburban county Short Pump Innsbrook major VCU Health and HCA hospital concentration extending Richmond market east and west along I-64
VA-RICHMOND,County,51097,,King and Queen County VA,primary,Middle Peninsula county with some Richmond integration via Route 360 corridor extending market northeast but limited due to rural distance
VA-RICHMOND,County,51101,,King William County VA,primary,Northern suburban county West Point served by Richmond health systems via Route 30 Route 360 extending market toward York River
VA-RICHMOND,County,51127,,New Kent County VA,primary,Eastern suburban county New Kent extending Richmond market 25 miles east toward Williamsburg I-64 corridor growth area served by Richmond systems
VA-RICHMOND,County,51145,,Powhatan County VA,primary,Western suburban county served by Richmond health systems extending market west along US-60 corridor rural bedroom community
VA-RICHMOND,County,51149,,Prince George County VA,primary,Southern county including Fort Lee military base served by Richmond and Petersburg hospitals extending market south along I-95 corridor
VA-RICHMOND,County,51183,,Sussex County VA,primary,Southern rural county Waverly with Richmond health system integration extending market south toward North Carolina but sparse population
VA-RICHMOND,County,51570,,Colonial Heights City VA,primary,Tri-Cities area Appomattox River served by HCA CJW Medical Center integrated with greater Richmond market southern urban core
VA-RICHMOND,County,51670,,Hopewell City VA,primary,Tri-Cities area industrial city served by Richmond health systems integrated market continuous with Petersburg Colonial Heights
VA-RICHMOND,County,51730,,Petersburg City VA,primary,Southern anchor Petersburg downtown with HCA hospitals integrated with greater Richmond market 25 miles south Tri-Cities region
VA-RICHMOND,County,51760,,Richmond City VA,primary,Urban core state capital with VCU Health System academic medical center and Bon Secours flagship hospitals dominating central Virginia healthcare
VA-ROANOKE,CBSA,40220,,"Roanoke, VA",primary,Metropolitan area represents southwest Virginia anchor Carilion Clinic dominance serving Blue Ridge and Appalachian region Lewis Gale Medical Center vast rural catchment
VA-ROANOKE,County,51023,,Botetourt County VA,primary,Northern suburban county Fincastle served by Carilion Clinic extending Roanoke market 15 miles north toward valley corridor
VA-ROANOKE,County,51045,,Craig County VA,primary,Mountain county west of Roanoke New Castle served by Carilion network extending market into rugged Appalachian terrain limited population
VA-ROANOKE,County,51067,,Franklin County VA,primary,Southern suburban county Rocky Mount extending Roanoke market 25 miles south toward North Carolina border Smith Mountain Lake served by Carilion
VA-ROANOKE,County,51161,,Roanoke County VA,primary,Suburban county Cave Spring Salem surrounding Roanoke city with major Carilion presence extending market throughout valley region
VA-ROANOKE,County,51770,,Roanoke City VA,primary,Southwest Virginia anchor downtown with Carilion Clinic flagship hospital Carilion Roanoke Memorial serving vast rural Appalachian catchment regional referral center
VA-ROANOKE,County,51775,,Salem City VA,primary,Western suburb with Carilion Salem Veterans Affairs Medical Center Lewis Gale Salem integrated with Roanoke market convenient I-81 access
VA-WINCHESTER,CBSA,49020,,"Winchester, VA-WV",primary,Cross-border metropolitan area represents northern Shenandoah Valley I-81 corridor hub Valley Health Winchester Medical Center serving valley and WV eastern panhandle
VA-WINCHESTER,County,51043,,Clarke County VA,primary,Northern valley county Berryville served by Valley Health System Winchester Medical Center extending market east toward Blue Ridge
VA-WINCHESTER,County,51069,,Frederick County VA,primary,Winchester anchor county Stephens City with Valley Health System serving northern I-81 corridor closer to Hagerstown MD 25 miles than DC 75 miles
VA-WINCHESTER,County,51840,,Winchester City VA,primary,Northern valley anchor downtown with Valley Health Winchester Medical Center serving I-81 corridor and eastern WV panhandle Berkeley Jefferson counties
VA-WINCHESTER,County,51187,,Warren County VA,primary,Northern valley county Front Royal Skyline Drive entrance served by Valley Health extending Winchester market 20 miles south along Shenandoah River
WV-BECKLEY,County,54081,,Raleigh County WV,primary,Southern coalfields anchor Beckley with Raleigh General Hospital Beckley ARH Hospital serving southern WV isolated from Charleston 55 miles north via mountains
WV-BECKLEY,County,54109,,Wyoming County WV,primary,Southern coalfields county Pineville served by Beckley market extending vast Appalachian catchment coal mining region isolated terrain
WV-BECKLEY,County,54055,,Mercer County WV,primary,Southern border county Bluefield Princeton served by Beckley and Princeton hospitals extending market to Virginia border Appalachian isolation
WV-BECKLEY,County,54089,,Summers County WV,primary,South-central county Hinton served by Beckley market isolated from Charleston extending catchment to New River Gorge region
WV-CHARLESTON,CBSA,16620,,"Charleston, WV",primary,Metropolitan area represents state capital largest city dominant Charleston Area Medical Center CAMC academic referral hub serving central WV valleys
WV-CHARLESTON,County,54005,,Boone County WV,primary,Southern coalfields county Madison served by Charleston Area Medical Center network extending market 30 miles south into coal country
WV-CHARLESTON,County,54015,,Clay County WV,primary,Central county Clay served by Charleston extending market 40 miles northeast toward interior valleys Elk River region
WV-CHARLESTON,County,54019,,Fayette County WV,primary,South-central county Oak Hill Fayetteville New River Gorge served by CAMC network extending toward Beckley market boundary 30 miles south
WV-CHARLESTON,County,54039,,Kanawha County WV,primary,Charleston anchor county South Charleston Dunbar with Charleston Area Medical Center dominant system CAMC Memorial CAMC General serving state capital
WV-CHARLESTON,County,54047,,McDowell County WV,primary,Southern coalfields county Welch served by Charleston and Beckley referral patterns remote isolated Appalachian terrain lowest population county
WV-CHARLESTON,County,54079,,Putnam County WV,primary,Western suburban county Hurricane Winfield served by CAMC network extending Charleston market 20 miles west toward Huntington corridor I-64
WV-HUNTINGTON,CBSA,26580,,"Huntington-Ashland, WV-KY-OH",primary,Cross-border metropolitan area represents tri-state Ohio River valley hub Cabell Huntington St. Mary's 50+ min from Charleston via I-64 mountains
WV-HUNTINGTON,County,54011,,Cabell County WV,primary,Huntington anchor county Marshall University with Cabell Huntington Hospital St. Mary's Medical Center serving Ohio River valley tri-state region
WV-HUNTINGTON,County,54099,,Wayne County WV,primary,Western county Kenova Wayne extending Huntington market 20 miles west along Ohio River toward Kentucky border tri-state integration
WV-HUNTINGTON,County,54043,,Lincoln County WV,primary,Southern county Hamlin between Charleston 40 miles and Huntington 30 miles served by both markets with Huntington slightly closer via Route 10
WV-MARTINSBURG,County,54003,,Berkeley County WV,primary,Eastern panhandle anchor Martinsburg with Berkeley Medical Center closer to Hagerstown MD 20 miles and Winchester VA 25 miles than WV core via I-81 corridor
WV-MARTINSBURG,County,54037,,Jefferson County WV,primary,Eastern panhandle Harpers Ferry Charles Town served by Jefferson Medical Center integrated with Martinsburg market I-81 corridor access separate from WV interior
WV-MORGANTOWN,CBSA,34060,,"Morgantown, WV",primary,Metropolitan area represents northern WV academic center West Virginia University Hospitals closer to Pittsburgh PA 75 miles than Charleston 150 miles Appalachian isolation
WV-MORGANTOWN,County,54049,,Marion County WV,primary,Fairmont area extending Morgantown market 15 miles south served by WVU Medicine Fairmont Medical Center network
WV-MORGANTOWN,County,54051,,Marshall County WV,primary,Northern panhandle Moundsville served by WVU network and Wheeling market spillover Ohio River valley extending market north
WV-MORGANTOWN,County,54061,,Monongalia County WV,primary,Morgantown anchor county WVU campus with WVU Hospitals Ruby Memorial academic center serving northern WV with Appalachian isolation from Charleston
WV-MORGANTOWN,County,54103,,Wetzel County WV,primary,Northwestern county New Martinsville served by WVU network extending Morgantown market toward Ohio River valley Pennsylvania border
WV-PARKERSBURG,CBSA,38540,,"Parkersburg-Vienna, WV",primary,Metropolitan area represents mid-Ohio River valley hub Camden Clark Medical Center isolated from Charleston 80 miles via mountains serving northwest WV
WV-PARKERSBURG,County,54053,,Mason County WV,primary,Ohio River county Point Pleasant south of Parkersburg served by Pleasant Valley Hospital extending market south along river
WV-PARKERSBURG,County,54073,,Pleasants County WV,primary,Ohio River county St. Marys extending Parkersburg market 15 miles north along river toward West Virginia Northern Panhandle
WV-PARKERSBURG,County,54085,,Ritchie County WV,primary,Eastern county Harrisville served by Parkersburg market extending 20 miles inland east from Ohio River valley interior terrain
WV-PARKERSBURG,County,54107,,Wood County WV,primary,Parkersburg anchor county Vienna with Camden Clark Medical Center serving northwest WV Ohio River valley isolated from Charleston by terrain
WV-PARKERSBURG,County,54105,,Wirt County WV,primary,Small county Elizabeth between Parkersburg 25 miles west and Charleston 80 miles east served by Parkersburg market closer proximity
